title,location,company,salary,city,state
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
Certifying Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,United States,Predictive Science,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...","Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Certifying Scientist,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Certifying Scientist,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Tennessee State Courts,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
Certifying Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...",United States,Predictive Science,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Statistical Programmer - Work From Home,United States,Enterprise Integration,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
Certifying Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...",United States,Predictive Science,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Statistical Programmer - Work From Home,United States,Enterprise Integration,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
Certifying Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
NLP Data Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Statistical Programmer - Work From Home,United States,Enterprise Integration,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
Certifying Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
NLP Data Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Statistical Programmer - Work From Home,United States,Enterprise Integration,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Amazon Corporate LLC,,Nashville,TN
Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
NLP Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
Certifying Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
NLP Data Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Statistical Programmer - Work From Home,United States,Enterprise Integration,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
NLP Data Scientist,United States,Enterprise Integration,,Nashville,TN
Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Certifying Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Data Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Certifying Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,United States,Predictive Science,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Certifying Scientist,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
Certifying Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,United States,Predictive Science,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...","Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
Data Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
Certifying Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN",Advent Health Partners,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...",United States,Predictive Science,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Machine Learning Specialist,"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
Data Scientist,"Nashville, TN",Lighthouse Recruiting,$22 - $27 an hour,Nashville,TN
Certifying Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN",Advent Health Partners,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...",United States,Predictive Science,,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...",United States,Amazon Corporate LLC,,Nashville,TN
Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
NLP Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
NLP Data Scientist,United States,Enterprise Integration,,Nashville,TN
Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Certifying Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Certifying Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Certifying Scientist,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Certifying Scientist,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
NLP Data Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN",Tennessee State Courts,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist (Relocation Offered),"Nashville, TN 37211",LEAD Public Schools,,Nashville,TN
Certifying Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
NLP Data Scientist,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"AI Research/Software Development Engineer, Alexa Artificial...","Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
Research Analyst,"Nashville, TN 37232",Vanderbilt University Medical Center,,Nashville,TN
"Software Development Engineer, Big Data Analytics- Relocatio...","Nashville, TN 37203","Amedisys, Inc.",,Nashville,TN
Software Development Engineer: Big Data Quality & Stats- Rel...,"Nashville, TN 37228",Aegis Sciences Corporation,,Nashville,TN
Machine Learning Specialist,"Nashville, TN",Advent Health Partners,,Nashville,TN
Data Scientist,United States,Predictive Science,,Nashville,TN
Certifying Scientist,"Nashville, TN",3Cords Solutions,,Nashville,TN
NLP Data Scientist,"Nashville, TN",Nashville General Hospital at Meharry,,Nashville,TN
